subject,body,label,source,data_type,sample_id,generation_timestamp,source_file,file_index,umap_x,umap_y,hover_text
your complete internet business source,"remove instructions below . all remove requests are respectfully processed immediately . i . m . c . internet marketing consultants is your complete internet business resource company no other company offers you a more complete selection of internet business software ! visit our web site at : http : / / 138 . 27 . 44 . 5 . cearth . on . ca / users / imc we wholesale all internet business software programs we have the best prices available we will not be undersold ! and we guarantee it ! the cutting edge of internet business technology bulk e-mail software : express mail server - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 275 stealth mass mailer - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 195 extractor pro 98 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 395 extractor lite - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 99 extractor pro 98 upgrade - - - - - - - - - - - - - - - - - - - - - - - only $ 199 net contact v6 . 0 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 395 net contact upgrade - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 149 mach-10 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 395 direct mail - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 395 stealth v3 . 0 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 195 stealth v4 . 0 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 395 e - mail address collection software : webcollector - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 295 sonic - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 295 geo - list - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 295 gold disk targeter - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 389 gold disk infinity - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 389 e - mail @ dress locator - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 395 e - mail @ dress locator w / 98 - - - - - - - - - - - - - - - - - - - - - only $ 295 address online collector - - - - - - - - - - - - - - - - - - - - - - - only $ 99 web weasel v3 . 0 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 199 advanced web site software : web position analyzer professional - - - - - - - - - - - - - only $ 279 web position analyzer standard - - - - - - - - - - - - - - - - - only $ 99 website caller id - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 75 world launch - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 49 world launch pro - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 99 e - mail lists : we also have 60 million brand new e-mail addresses and an excellent "" remove list "" service available for - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - only $ 99 . custom lists available call today ! many more programs to choose from ! visit our web site at : http : / / 138 . 27 . 44 . 5 . cearth . on . ca / users / imc imc are authorized software dealers all fully licensed software all 100 % legal / no pirate copies you download free demos from our full service web sites complete with step by step instructional tutorials ! you will not find these programs anywhere for less we will beat or match any prices of legal edition software ! call i . m . c . today ( 808 ) 876-1550 or fax your order request to : ( 808 ) 878-6869 ( include your name , phone number , e-mail address ) visit our web site at : http : / / 138 . 27 . 44 . 5 . cearth . on . ca / users / imc we carry all software available on earth and we will not be undersold ! join the : i . m . c . software program for only $ 49 . 00 plus s&h and save 80 % to 95 % on all software both p . c . and mac versions available for free brochure call or fax your : ( 1 ) name ( 2 ) postal address ( 3 ) e-mail address ( 4 ) phone number to : i . m . c . phone : ( 808 ) 876-1550 fax : ( 808 ) 878-6869 or mail your info request to : imc attn . software program dept . p . o . box 809 kula , hi . 96790 we accept all major credit cards : visa * master card * american express * discover card we can also accept checks by fax ! simply fax your check to : 808-878 - 6869 so do n't hesitate , call today this offer is for a limited time only ! call i . m . c at : phone : ( 808 ) 876-1550 fax : ( 808 ) 878-6869 visit our web site at : http : / / 138 . 27 . 44 . 5 . cearth . on . ca / users / imc place your order today while supplies last and we ' ll be happy to send you a demo copy and answer any questions you may have . or call us and we will give you our full service web site addresses remove instructions : to be removed from our mailing list or to be added to our "" global remove list "" and to be removed from many other mailing lists as well , simply go to : http : / / www . ctct . com all remove requests are respectfully processed immediately
",1,Ling,Real,,,,,7.9741535,4.5375824,Data Type: Real<br>Label: 1<br>Subject: your complete internet business source...<br>Body: remove instructions below . all remove requests are respectfully processed immediately . i . m . c ....
Renewal Notice,"
VIAGRA & CIALIS JOINT RENEWAL/RE-ORDER REMINDER

It has come to our immediate attention that your 
existing doseage needs to be renewed very soon. 
Please visit our Joint-Corporate Website to view 
our limited discounted offer for your plan refill. 

This is a cost-effective manner for our existing 
customers to receive their refills in a efficient 
& secure manner. Thank you for choosing us.

-Cialis� & Viagra� 
*Joint Corporate Plan Re-fill Program� 2007


http://tlnuezcssity.com


Cialis� & Viagra� 2007, All Rights Reserved.

",1,TREC-07,Real,,,,,8.457599,5.1069455,"Data Type: Real<br>Label: 1<br>Subject: Renewal Notice...<br>Body: 
VIAGRA & CIALIS JOINT RENEWAL/RE-ORDER REMINDER

It has come to our immediate attention that your 
..."
3 tec,"if we are able to sell at all , proceeds will probably be less than $ 100 k .
- - - - - - - - - - - - - - - - - - - - - - forwarded by richard lydecker / corp / enron on 04 / 02 / 2001 04 : 12 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
brandi morris @ ect
04 / 02 / 2001 02 : 47 pm
to : richard lydecker / corp / enron @ enron
cc :
subject : 3 tec
description : 3 tec energy is as an oil and gas exploration and production company . formerly middle bay oil , the company operates primarily in east texas and the gulf coast region . it also has properties in the midcontinent region and the permian and san juan basins .
status : sales efforts temporarily suspended due to market conditions .
origination : producer finance . received after the restructure of the magellean investment .
strategy : awaiting negotiation of piggy back rights to conclude sale to convertible fund . convertible fund is negotiating piggy back rights with preferred shareholders .
rationale : out of the money warrants and have been since 1998 . no other interested buyers .
valuation : $ 0 . strike is at $ 30 ; currently trading at $ 16 .
treatment : raptor",0,Enron,Real,,,,,6.2186866,-0.10959318,"Data Type: Real<br>Label: 0<br>Subject: 3 tec...<br>Body: if we are able to sell at all , proceeds will probably be less than $ 100 k .
- - - - - - - - - - - ..."
gain up to 3 + full inches in length,"rated no . 1 penis enlargement pill on the market !
gain up to 3 + full inches in length
increase your penis width ( girth ) by 20 %
stop premature ejaculation
produce stronger and rock hard erections
http : / / 4 touchdowns . com / 2 lz 46 /
no more receiving offers
http : / / 4 touchdowns . com / rem / delink . php",1,Enron,Real,,,,,10.261289,2.454808,"Data Type: Real<br>Label: 1<br>Subject: gain up to 3 + full inches in length...<br>Body: rated no . 1 penis enlargement pill on the market !
gain up to 3 + full inches in length
increase yo..."
Re:,"
Just because you know someone doesn't mean you love them, and just because you don't know people doesn't mean you can't love them. You can fall in love with a complete stranger in a heartbeat, if God planned that route for you. So open your heart to strangers more often. You never know when God will throw that pass at you. http://vbdvso.prosperityanger.com


",1,CEAS-08,Real,,,,,8.800609,2.9033177,"Data Type: Real<br>Label: 1<br>Subject: Re:...<br>Body: 
Just because you know someone doesn't mean you love them, and just because you don't know people do..."
you are invited to play - one million at stake bait - excelled @ em . ca,"+ unable to see graphics ? please go here to view this email . +
prize amount : $ 1 , ooo , ooo . oo
respond by deadline
i urge you to respond to this notice immediately . why ?
as the phase chart at right demonstrates , the majority of all prize numbers offered for this giveaway are projected to be ineligible to win because of failure to respond on time . in fact , as many as 60 % of these numbers are likely to be disqualified . this is advantageous to you because . . .
. . . you ,
will be issued a prize number that is qualified to win a $ 1 , ooo , ooo . oo prize .
your phase chart shows you are still very much in the game . you can still guarantee that your entry will make it in to phase 3 winner selection processing if you submit an entry now .
remember , the majority of prize numbers are expected to be ineligible - - but not the one you ' ll receive if you respond by the deadline
just think about the thrill . if you are selected the winner , publishers clearing house will make sure the "" big check "" for $ 1 , ooo , ooo is made out in your name and delivered directly to to your address .
but first things first . we must receive the $ 1 , 000 , 000 . 00 official entry affidavit by the deadine . if we don ' t hear from you by this date , you will forfeit any prize associated with the prize number you would have received by entering through this bulletin .
please don ' t disregard this email - - you may forget to respond on time . i urge you to take the few minutes it takes to complete your official entry form .
the process we will use to select the winner will begin before you know it , so i must emphasize the importance of entering now . there ' s no thrill like winning - - so please respond at once .
wishing you all the best ,
todd sloane
senior vice president
superprize numbers offered for giveaway no . 1025
comments : you are among those receiving bulletin 03 - acq for entry opportunity for gvwy . 1025 .
phase 1
the majority of entries are projected to be ineligible by failure to respond on time
comments : majority of entries are expected to be ineligible but you will survive by responding to this bulletin !
phase 2
entries from this bulletin remaining eligible to win
comments : by entering now , you will be among those fully eligible for gvwy . no . 1025 from this bulletin !
respond today .
comments : your entry can take part in winner selection processing , which will be used to determine the winner of $ 1 , ooo , ooo . oo
this is a post - only message , please do not reply . publishers clearing house , pch . com , and their agencies are not responsible for any incorrect or inaccurate information or formatting , whether caused by internet users or by any of the equipment , programming or software associated with or utilized in connection with the sweepstakes .  2005 publishers clearing house 382 channel driveport washington , ny 11050
if you don ' t want to receive any more exciting sweepstakes offers from publishers clearing house , please click here
+ + + + +
the preceding advertisement was sent from . com .
if you would like to stop receiving advertisements from . com in the future , please
+ + + + +
",1,Enron,Real,,,,,8.171631,4.408715,"Data Type: Real<br>Label: 1<br>Subject: you are invited to play - one million at stake bai...<br>Body: + unable to see graphics ? please go here to view this email . +
prize amount : $ 1 , ooo , ooo . oo..."
Re: [opensuse] cups and font size,"-----BEGIN PGP SIGNED MESSAGE-----
Hash: SHA1



The Sunday 2008-02-24 at 00:47 -0500, Bob S wrote:

> Hello SuSE people
>
> How do I get cups to print in smaller/larger font sizes? I want to print it
> the way it is seen on the screen. Some apps like kmail you can control from
> within the app.  Kate and Open Office you cannot so there must be a way of
> cups controlling it.
>
> Searched Google, went to cups web page. Nothing about changing the size of
> printed fonts.

Because it is not cups: it is the application which sets the font size et 
al. Cups just prints the postscript the app produces.

How do you mean you can not set the font size in OOo? Of course you can, 
any size you want.

- -- 
Cheers,
        Carlos E. R.

-----BEGIN PGP SIGNATURE-----
Version: GnuPG v2.0.4-svn0 (GNU/Linux)

iD8DBQFHwihNtTMYHG2NR9URAjhSAKCBDsDV27cutUoWNfkrXYtrxoKUaACeLoWh
OPU+aWH9YNsTZqXROTq68Yk=
=BmQ5
-----END PGP SIGNATURE-----


",0,CEAS-08,Real,,,,,5.901467,5.273799,"Data Type: Real<br>Label: 0<br>Subject: Re: [opensuse] cups and font size...<br>Body: -----BEGIN PGP SIGNED MESSAGE-----
Hash: SHA1



The Sunday 2008-02-24 at 00:47 -0500, Bob S wrote:
..."
[ydn-delicious] Re: Tagging and foldering,"Whatever is easier to remember and search works best. It necessary as
your tags grow to develop you own system of tagging. I tend to tag
more for myself and then less for others so for example after tagging
a mac blog i would use ""blog_mac"" for me and ""blog"" ""mac"" ""apple"" for
everyone else. Sometimes its necessary for me to view the global
tagging style for a particular bookmark and adapt some of my tags
accordingly.

--- In beu-jbwcrvcpf@yahoogroups.com, ""Kevin Curry""  wrote:
>
> I suppose this is a topic that will be continuously recycled here and
> written about 
> on the web as new people join del.icio.us and others in waves.  There's
> a related thing about which I tend to flip-flop.  Does anyone tend to
> struggle between classifying by ""what it is"" versus ""where it goes?""  Do
> you describe the thing or do you name the category in which it goes, or
> both?  Often it's just a question of singular or plural.  Is MyYahoo!
> (an instance of) ""portal"" or does it ""go under"" (the virtual category)
> ""portals?""  I think I have been trending toward both.  How I go back and
> search for a collection of things is a good indicator of which is more
> effective.  What are the pros & cons others have experienced?  Or is it
> just an academic question to which the answer is ""whatever you prefer?""
> 
>  
> 
> Kevin M. Curry
> 
> http://kevincurry.blogspot.com  
> 
> Bridgeborn
> 
> ________________________________
> 
> From: beu-jbwcrvcpf@yahoogroups.com
> [mailto:beu-jbwcrvcpf@yahoogroups.com] On Behalf Of Hamish MacEwan
> Sent: Wednesday, October 03, 2007 10:40 PM
> To: del.icio.us discussion list
> Subject: [ydn-delicious] Tagging and foldering
> 
>  
> 
> Hi,
> 
> Another perspective on the issue:
> 
> ""A while ago I published a blog essay and screencast on the evolution
> from a folder-oriented to a tag-oriented metaphor for storing,
> organizing, and searching for digital objects. The subject of the
> screencast was Windows Photo Gallery, an application that lives at the
> intersection of those two metaphors. Since then, I've looked for
> opportunities to explore what happens at that intersection.""
> 
> http://blog.jonudell.net/2007/10/03/tagging-and-foldering/
>  
> 
> Hamish.
> -- 
> http://del.icio.us/Hamish.MacEwan  
> http://urltea.com/3jm?GoogleSharedItems
>  
> 
>  
> 
> 
> 
> [Non-text portions of this message have been removed]
>


",0,CEAS-08,Real,,,,,6.721396,3.2344537,"Data Type: Real<br>Label: 0<br>Subject: [ydn-delicious] Re: Tagging and foldering...<br>Body: Whatever is easier to remember and search works best. It necessary as
your tags grow to develop you ..."
Re: find2perl output to array,"Hi Matt,
 
> I did that, and then at the bottom of the script I tried looping through 
> just to verify that @files was populated - no dice.



> (($dev,$ino,$mode,$nlink,$uid,$gid) = lstat($_)) && -f _ && 
> /^DATA.*\\.zip\\z/s && push @files, name;

> What have I done wrong? 
push @files, $name;


I strongly suggest that you enable strict and warnings for you perl
projects. That should help avoiding mistakes.


HTH Martin :-)

-- 
To unsubscribe, e-mail: beginners-unsubscribe@perl.org
For additional commands, e-mail: beginners-help@perl.org
http://learn.perl.org/


",0,TREC-07,Real,,,,,25.007845,-1.1326473,"Data Type: Real<br>Label: 0<br>Subject: Re: find2perl output to array...<br>Body: Hi Matt,
 
> I did that, and then at the bottom of the script I tried looping through 
> just to ver..."
Re: [FoRK] interesting video on Hillary,"
On Oct 30, 2007, at 1:25 AM, Tom Higgins wrote:

> Oh Oh are we going to get into the Lesser of Two Party Evils again?
> Hang on let me get my popcorn.
>
> Ok. So let us see what sort of justifications folks will use to make
> these turds look like viable candidate and not yet another year when
> the system is shown to be broken past the working parameters of a
> representative democracy.

My take on this:  they are de facto viable candidates if the Two  
Parties nominate them.  Any candidate *not* nominated by one of the  
Two Parties is de facto inviable.  That's the Reality-Based  
Assessment, for what it's worth...  If you really think any third- 
party candidate will ever be elected in this country prior to some  
major upheaval --- for which despite the last 8 years, the current  
situation fails to qualify --- load up another bowl. ;-)

Given these assumptions grounded in historical evidence, for my vote  
the best thing to do is to send whatever message of opposition one  
can send to the more egregriously evil party by voting for the less  
egregiously evil party's candidate.  Or, if they're equally evil,  
then at least to send a message of ""change desired"" by voting for the  
candidate of whichever party is not currently holding the office.   
The pragmatic presidential ""protest vote"" is the vote that *actually*  
swings districts, even if it does not garner its state's electoral  
votes.

$0.02,  YMMV.


jb

PS - yes, the system is broken.  As engineered.  But the fact is that  
it's the system that will be in place in the next presidential election.


",0,CEAS-08,Real,,,,,6.867886,3.0413895,"Data Type: Real<br>Label: 0<br>Subject: Re: [FoRK] interesting video on Hillary...<br>Body: 
On Oct 30, 2007, at 1:25 AM, Tom Higgins wrote:

> Oh Oh are we going to get into the Lesser of Two..."
"re : sun , 2 may 2004 23 : 11 : 37 - 0500","email loading . .
image not loading ? see message here . discon
v 8 exe . 5 vrsl 1 j . svdoem 99 l / pwzx 4 / leroy .
xqhn yadhfb , adsu , dmhj . axa hvts skniy , kdupfk , iene . zlsj
rmcyjw pqd , ydsi , pzlbs . ffa hng dxc , yndqdu , iswcdd . cqsvoz
qnj vcj , gotu , jxmdh . bllgd zxl xpem , kibt , jhydbh . pmjwo
huax xkjwap , zztc , yldwr . ftusfs acecz zmjym , jnzcp , ccya . ffpa
uuhwwm ymzkx , wvgjwk , roero . xwp xjtf srdq , caccyz , jxvlo . pfcpey
dvpzc rvx , acje , hfq . cnbsz ybkeb iyehb , yyahb , qfkxn . ppq
ipkis mtl , trfwr , vrmy . cffbsi iyi pva , rmcc , xvqupw . gipenu
ontf tppkmp , edxiov , frt . iblx yttngm fij , swjoc , lkbi . gzl
hnvguv niice , mqiem , uqhga . orroc xrx otg , dqfi , tapao . ueqa
arx hcuevt , josnu , ucpo . eos kwdnce axner , znelby , vhuzx . dda
rlrwyu ewcrc , kbiq , kro . yjhx kbwguj shvxnt , evuqzd , npac . and
iod wzn , rwto , mppi . ihpru tyavl vuu , aqzqn , mihy . znfj
maoi jhg , ukaoeb , wchmtt . drp hun invrt , azj , kmlqp . prj
nevq ludhh , quej , jlou . aisrxu rfh kewip , nzzwr , bakm . ygszrn
ojahp nblljd , wecs , zvxj . kksclj dzbdhs wtz , eel , iqu . pscb
mltr cibcl , ldshy , pcydci . zokr ludyo wsc , wqfj , ztst . urnzz
apt ggnj , dfdy , fuzk . tkznf jwzixh pcb , lrgs , lxs . cpw
vrzwee nceybo , qsk , dbrv . etqb fxkcqj upf , rkhv , qls . zwd
taz sak , zwbpgz , xfur . cmts luyjzt zsru , dttav , gwt . bpwu
inlizf kgbni , hcpk , ikqssn . yqdwlw aipzpz wdbey , govby , urajgy . jumgbn
sofua xefxmn , jrmplf , wlpv . lkfpxv lado asj , gxn , ozh . eyxsns
yewpbr prcfvd , fffesx , sgt . essrm srfh yijsl , nqpuv , ynws . dngh
azsk jrcdql , iwdvmv , jsqwo . erymze awyvh xkg , zoi , lwadfs . cij
ahw nkdjjy , zxb , icvqhi . houzmy vgkee spqbyq , znx , xzd . hnf
bzq yakgmp , zhcr , chg . wdjw ommbrc ssuquf , gwmhfq , rsjyv . dgciu
uxhzc txsoet , ahg , xgyp . wmy uck shnbg , czp , ptr . vyucv
amu yubswl , quy , aqwcfu . amfvkb iebu cvv , prra , lydoq . qxyjxk
uwuv ywbbz , wenpv , zjpf . fgpc abqrv msvm , ynowlu , bqb . brh
yopds eljcax , vllwz , smweno . qpbxp ngei jtgn , djsp , oqwh . sns
vkxyj yxuch , naycx , mpvhe . fnry lgy eyhswg , bnfqpf , mjhbgo . ttuntx
axwgv aunn , aunr , ifnpi . fqpzm ujbwg ccefyt , vtpim , trgi . aorq
gsjpvg wkccp , vkv , bfc . yvajx zovo nzmlf , hsq , jqf . nwwu
qvute ydhtte , sstag , swnbou . bqtx
",1,Enron,Real,,,,,7.7152896,2.370825,"Data Type: Real<br>Label: 1<br>Subject: re : sun , 2 may 2004 23 : 11 : 37 - 0500...<br>Body: email loading . .
image not loading ? see message here . discon
v 8 exe . 5 vrsl 1 j . svdoem 99 l /..."
Re: [R] extractor rows from a matrix,"ex1 <- ht[,1]    and so on? Have a look at Chapter 5 in the Introduction to R  --- billycorg  wrote: >  > hi! > i have a little problem: my data's matrix has 1093 > rows and 3 columns. > i'd like to extract each rows.. >  > something like this: > ht= my matrix > Dt=(???)=a vector with t=1,2...1093 >  > what can i do? > thank you! >  > Vincenzo > --  > View this message in context: > http://www.nabble.com/extractor-rows-from-a-matrix-tf3913088.html#a11094459 > Sent from the R help mailing list archive at > Nabble.com. >  > ______________________________________________ > R-help@stat.math.ethz.ch mailing list > https://stat.ethz.ch/mailman/listinfo/r-help > PLEASE do read the posting guide > http://www.R-project.org/posting-guide.html > and provide commented, minimal, self-contained, > reproducible code. > ______________________________________________ R-help@stat.math.ethz.ch mailing list https://stat.ethz.ch/mailman/listinfo/r-help PLEASE do read the posting guide http://www.R-project.org/posting-guide.html and provide commented, minimal, self-contained, reproducible code.",0,TREC-07,Real,,,,,3.6589117,-11.498691,"Data Type: Real<br>Label: 0<br>Subject: Re: [R] extractor rows from a matrix...<br>Body: ex1 <- ht[,1]    and so on? Have a look at Chapter 5 in the Introduction to R  --- billycorg  wrote:..."
For men with low libidos,"This will help men even with menopausal women http://www.fiftyday.com/
",1,CEAS-08,Real,,,,,10.254768,3.4504075,"Data Type: Real<br>Label: 1<br>Subject: For men with low libidos...<br>Body: This will help men even with menopausal women http://www.fiftyday.com/
..."
request submitted : access request ( ygcy - 4 n 9 kdl ),"- - - - - - - - - - - - - - - - - - - - - - forwarded by yvette g connevey / corp / enron on
08 / 16 / 2000 10 : 05 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
information risk management
08 / 16 / 2000 10 : 02 am
sent by : yvette g connevey
to : yvette g connevey / corp / enron @ enron
cc :
subject : request submitted : access request ( ygcy - 4 n 9 kdl )
thank you for your request .
you will be notified via email when your request has been processed . you can
check the progress of your request by doing one of the following :
in the srrs application , click on requests i have made . a listing of recent
requests will be appear sorted by resource name .
click on the request link below . this is a link to information regarding your
request .
below is a summary of your request .
requested for : liz bellamy
request date : 8 / 16 / 2000 9 : 59 : 46 am
request type : new hire - employee
request link :
requested resources
cpr - houston
default applications
lotus notes - new id access only 4 . 5 a
sitara - production us
unify - market ops .
unify - pipeline operations
if you have any questions , please contact information risk management at 35536",0,Enron,Real,,,,,7.3837857,1.0314505,"Data Type: Real<br>Label: 0<br>Subject: request submitted : access request ( ygcy - 4 n 9 ...<br>Body: - - - - - - - - - - - - - - - - - - - - - - forwarded by yvette g connevey / corp / enron on
08 / 16..."
work in the financial company,"
This letter contains an offer of the distant job.

Main requirements:

- Age from 18 to 60 years

- Basic computer

- DE citizenship or DE permanent residency

- Mobile connection

- The account in any bank

- Accuracy, responsibility and making tasks in a short space of time

- 1-2 hours of free time during working day

- Desired Education Level: High School or Equivalent

---

The description of the job:

Our firm has been already working for 4 years in the Net market of transactions, we have worked
out our own

scheme of financial transactions for the third World, for all less economically developed
countries and we

involve employees from well-to-do countries like Germany.

You can work at constant job or be unemployed, but you should always have an opportunity to
visit the bank,

the Western Union office, the office of our company in Ottawa, Canada. You don't need to have
any kind of

financial education or experience. Pass the registration on our web-site, after checking your
information your personal

manager will connect you. He will define the work specificity just for you in your region.

If you're interested send your full name, phone number, age and RESUME to mexicobusienss@gmail.com

---

About us:

XOOM Global Money Transfer was organized by the european millionaire Roman Abramovich, who used
to be the first

in making the public statement that the financial market brings the killing profit in less
economically developed

countries and there is no point to underestimate them.

The system of urgent transactions has been working from 2004; for all that time there was made
more than 4 million transactions.

Our business is absolutely legal according to all international laws.


---

Info: Dear ladies and gentlemen, we are sincerely sorry if our advertisement letter has come to
you without the inquiry in the form of spam. Unfortunately,

not all promotion companies use the legal advertisement, therefore we also suffer.


",1,CEAS-08,Real,,,,,8.420305,1.2411628,"Data Type: Real<br>Label: 1<br>Subject: work in the financial company...<br>Body: 
This letter contains an offer of the distant job.

Main requirements:

- Age from 18 to 60 years

-..."
Re: [opensuse] openSUSE and faxes,"On Sunday 10 February 2008 05:12:08 Mike McMullin wrote:
> On Sat, 2008-02-09 at 21:48 +0200, Stan Goodman wrote:
> > I would like to be able to send and receive faxes using my openSUSE
> > v10.3 system. A bit of looking around showed that there are not many
> > applications to do this -- actually only one, HylaFax, which I
> > thought likely to be more capable than the combination of
> > sendfax+mgetty, I have downloaded and installed HylaFax.
> >
> > Surprisingly, HylaFax does not sport a GUI, as far as I have been
> > able to discover. I find it difficult to believe that many people,
> > having acquired a sophisticated operating system like SuSE, will be
> > content with command-line operation, so I have to wonder if I have
> > overlooked another available application. What do people do for fax
> > service in SuSE? Or do only few people use this OS for faxing?
>
>   Locate a copy of jhylafax, and install this.  You will have a GUI
> front end for sending faxes.  Note, the version that I have does not
> auto update the send state of the fax, and with the modem speaker
> turned off you will not really know if your phone line is free.  BTW
> there is KdeprintFax  (kdeprintfax -caption ""%c"" %i %m %u -- on the
> command line.)

Very interesting. After a lot of googling, jHylafax never turned up. But 
now I know why SUSEfax has been a decade without update -- it morphed to 
jHylaFax. Since the SUSEfax page still exists at Sourceforge, on the 
other hand, one wonders why its developer hasn't thought to put a single 
sentence in it to point to jHylaFax. I do have a thought about that, but 
this isn't the place for it.

Thank you much for your information.

-- 
Stan Goodman
Qiryat Tiv'on
Israel


",0,CEAS-08,Real,,,,,6.275016,3.5079703,"Data Type: Real<br>Label: 0<br>Subject: Re: [opensuse] openSUSE and faxes...<br>Body: On Sunday 10 February 2008 05:12:08 Mike McMullin wrote:
> On Sat, 2008-02-09 at 21:48 +0200, Stan G..."
RE: [ILUG] WD MyBook World Edition - ssh access fix,"It's just a NAS with a funky web UI for remote access, right? If the Linux
server is on the same LAN then just install smbclient on the Linux server
and mount the CIFS share. There's no need for SSH unless you want to do
something funky with tunneling data over an insecure network.

Gary

-----Original Message-----
From: bnwr-sactcov@linux.ie [mailto:bnwr-sactcov@linux.ie] On Behalf Of
Killian Faughnan
Sent: 08 October 2007 17:35
To: qifw@linux.ie
Subject: [ILUG] WD MyBook World Edition - ssh access fix

Hi,

I just wanted to run this by some people before I did it on my works NAS
box. We recently got in a WD MyBook World Edition II 2TB drive for backups.
The problem is that while it is perfect for any windows backups we might be
running, there is no ssh access set by default to the box. There is an sshd
on it but it is disabled by default. I have found a firmware upgrade to
enable it and have looked through it and am pretty sure it's OK, but would
just like to be sure before I break my bosses new toy.

Would anyone be able to help me with this please? If so I'd really
appreciate it.

The link for the tutorial / firmware upgrade is:
http://martin.hinner.info/mybook/sshaccess.php

Thanks, and once again any help would be appreciated,

Killian
--


",0,CEAS-08,Real,,,,,6.480866,3.3380995,"Data Type: Real<br>Label: 0<br>Subject: RE: [ILUG] WD MyBook World Edition - ssh access fi...<br>Body: It's just a NAS with a funky web UI for remote access, right? If the Linux
server is on the same LAN..."
Doctors help men with low libidos,"
Men who ignore this report will regret http://www.waitdeal.com/


",1,CEAS-08,Real,,,,,10.201392,3.505345,"Data Type: Real<br>Label: 1<br>Subject: Doctors help men with low libidos...<br>Body: 
Men who ignore this report will regret http://www.waitdeal.com/


..."
get on the bus . . gbvzzzz,"click here to see the bang busit is wild ! ! ! ! ! !
tepyycemkckiflbsvpcyi",1,Enron,Real,,,,,10.122139,3.9369655,"Data Type: Real<br>Label: 1<br>Subject: get on the bus . . gbvzzzz...<br>Body: click here to see the bang busit is wild ! ! ! ! ! !
tepyycemkckiflbsvpcyi..."
jacob feedback,"vince ,
chonawee and tom halliburton had feedback about jacob to me .
tom ' s feedback is what he does for pros is actually too simple . their so - called
trading system is actually a scheduling system .
my impression is that jacob is good at selling himself , his knowledge
of finance and derivatives is very limited .
zimin
- - - - - - - - - - - - - - - - - - - - - - forwarded by zimin lu / hou / ect on 04 / 11 / 2001 03 : 31 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
chonawee supatgiat @ enron
03 / 21 / 2001 07 : 28 pm
to : zimin lu / hou / ect @ ect
cc : tom halliburton / corp / enron @ enron
subject : jacob feedback
i asked jacob two questions to check his basic knowledge . he answered correctly in the optimization question so i believe that he has a good foundation on his optimization skill . i have a doubt about his stochastic skill because he took only one course in stochastic processes and his previous models are simple deterministic models . if we had more interview time i would be able to check his stochastic and modeling skills .
he completely failed to answer the second question , which is to check his basic risk management skill . it is clear to me that he has a very weak background in finance and risk management . he does not understand the relationship between a discount rate and risk . he showed some weakness in annuity calculation .
in conclusion , i feel that he has good basic in optimization but a very weak background in finance . based on his experiences , i have a doubt on his advance optimization skills , such as his stochastic skill and his ability to attack a complex optimization problem . i would recommend a second - round interview if he will be solving a complex - optimization problem .
- chonawee",0,Enron,Real,,,,,6.4836793,0.1799181,"Data Type: Real<br>Label: 0<br>Subject: jacob feedback...<br>Body: vince ,
chonawee and tom halliburton had feedback about jacob to me .
tom ' s feedback is what he do..."
re : indutrial report,"robert ,
this is the file that i referenced in my last email . please get this file
going again . thanks , pat
daren j farmer @ ect
02 / 25 / 2000 04 : 52 pm
to : robert e lloyd / hou / ect @ ect
cc : pat clynes / corp / enron @ enron
subject : indutrial report
robert ,
ken developed an industrial report before he left . it can be found at
o / logistics / kenseaman / industrialsmonthly / . . . there is one file for each
month of 2000 . i need you to update this for march . this will need to be
distributed to gas control , logistics , and myself . let me know if you have
any questions .
d",0,Enron,Real,,,,,6.24312,-0.10636885,"Data Type: Real<br>Label: 0<br>Subject: re : indutrial report...<br>Body: robert ,
this is the file that i referenced in my last email . please get this file
going again . th..."
